linha_clinica_global,principio_ativo,marcas_global,qtd_skus_global,qtd_entradas_global,preco_global_ultimo_r_un,preco_global_media_r_un,preco_global_mediana_r_un,preco_global_min_r_un,preco_global_max_r_un,global_dt_ultima_entrada,unimed_cod_item,unimed_desc_depara,unimed_desc_item,unimed_unidade_venda,preco_unimed_vl_medio_r_un,unimed_prev_mes_qtd,unimed_prev_mes_rs,unimed_abc,unimed_politica,gap_pct_ultimo_global_vs_unimed,gap_pct_media_global_vs_unimed,gap_pct_mediana_global_vs_unimed,gap_rs_ultimo_global_menos_unimed,economia_pot_mensal_rs_ultimo,depara_origem,depara_confianca,preco_unimed_normalizado_r_un,economia_pot_mensal_rs_mediana,oportunidade_mensal_rs,risco_mensal_rs,depara_ok_preco,flags_revisao,fonte_preco_global,fonte_preco_unimed
MEROPENEM  (500MG PO),MEROPENEM TRI-HIDRATADO,"['BIOCHIMICO', 'BLAU']",2,2,9.9,9.95,9.95,9.9,10.0,2026-02-09,86955,meropenem 500 mg po liof inj fa,meropenem 500 mg po liof inj fa,Frasco Ampola,12.05,104.3,1256.815,C,MEDICAMENTOS,-17.8,-17.4,-17.4,-2.15,-224.25,llm,1.0,12.05,-219.03,219.03,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACIDO ZOLEDRONICO (5MG SOLUCAO INJETAVEL IV 100ML),ACIDO ZOLEDRONICO MONOIDRATADO,"['CRISTALIA ONCO', 'SANDOZ']",3,3,665.0,596.6666666666666,665.0,460.0,665.0,2026-03-10,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,Frasco Ampola,995.71,1.25,1244.6375,C,EXCEPCIONAL,-33.2,-40.1,-33.2,-330.71,-413.39,llm,1.0,995.71,-413.39,413.39,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ACIDO ZOLEDRONICO MONOIDRATADO (5MG SOL INJ IV BS 100ML) ,ACIDO ZOLEDRONICO MONOIDRATADO,['MOMENTA'],2,2,876.75,833.375,833.375,790.0,876.75,2026-05-26,87335,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,ácido zoledrônico monoidratado 5 mg/100 ml sol inj fa 100 ml densis,Frasco Ampola,995.71,1.25,1244.6375,C,EXCEPCIONAL,-11.9,-16.3,-16.3,-118.96,-148.7,llm,1.0,995.71,-202.92,202.92,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
METRONIDAZOL (5MG/ML SOL INJ IV FA SIST FECH 100ML),METRONIDAZOL,"['HALEX ISTAR', 'ISOFARMA', 'JP INDUSTRIA']",3,3,3.2,3.6333333333333333,3.7,3.2,4.0,2025-10-06,86988,metronidazol 5 mg/ml sol inj bols 100 ml ,metronidazol 5 mg/ml sol inj bols 100 ml ,Bolsa,3.42,350.4,1198.368,C,MEDICAMENTOS,-6.4,6.2,8.2,-0.22,-77.09,llm,1.0,3.42,98.11,0.0,98.11,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SUCRALFATO (200MG/ML SUS ORAL ),SUCRALFATO,['EMS'],1,1,3.2725,3.2725,3.2725,3.2725,3.2725,2025-09-03,87198,sucralfato 200 mg/ml sus or 10 ml flac,sucralfato 200 mg/ml sus or 10 ml flac,Flaconete,3.95,295.6,1167.6200000000001,C,MEDICAMENTOS,-17.2,-17.2,-17.2,-0.6775,-200.27,llm,0.95,3.95,-200.27,200.27,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LANCETA DESC 28G EST C/DISP SEG  XINLE,PRODUTOS PARA SAUDE,['TKL'],1,1,0.087316,0.087316,0.087316,0.087316,0.087316,2023-10-09,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,Unidade,0.12,9712.7,1165.5240000000001,B,MATERIAIS,-27.2,-27.2,-27.2,-0.0327,-317.45,llm,0.8,0.12,-317.45,317.45,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LANCETA DESC 28G EST C/DISP SEG,PRODUTOS PARA SAUDE,['TKL'],1,1,0.08942,0.08942,0.08942,0.08942,0.08942,2023-07-18,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,Unidade,0.12,9712.7,1165.5240000000001,B,MATERIAIS,-25.5,-25.5,-25.5,-0.0306,-297.01,llm,0.9,0.12,-297.01,297.01,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"LANCETA DE SEGURANÃA DESC SOFT 28G 1,8MM",PRODUTOS PARA SAUDE,['MEDIX'],1,1,0.093126,0.093126,0.093126,0.093126,0.093126,2025-05-23,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,Unidade,0.12,9712.7,1165.5240000000001,B,MATERIAIS,-22.4,-22.4,-22.4,-0.0269,-261.02,llm,0.8,0.12,-261.02,261.02,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LANCETADOR / LANCETA,PRODUTOS PARA SAUDE,"['CRAL', 'DESCARPACK', 'MEDIX', 'TKL']",4,4,0.101573,0.10707375,0.10864650000000001,0.09,0.121002,2025-04-16,87745,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,lanceta descartavel p/ glicemia capilar c/ disposito de segurança,Unidade,0.12,9712.7,1165.5240000000001,B,MATERIAIS,-15.4,-10.8,-9.5,-0.0184,-178.98,llm,0.9,0.12,-110.27,110.27,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CATETER NASAL TIPO OCULOS ADULTO 10 FR,PRODUTOS PARA SAUDE,['MEDSONDA'],1,1,0.751882,0.751882,0.751882,0.751882,0.751882,2025-09-03,87494,"cateter nasal p/ o2 tipo oculos adulto 1,5m","cateter nasal p/ o2 tipo oculos adulto 1,5m",Unidade,1.0,1162.2,1162.2,B,MATERIAIS,-24.8,-24.8,-24.8,-0.2481,-288.36,llm,0.85,1.0,-288.36,288.36,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ESCINA, POLISSULFATO DE ESCINA SODICA, SALICILATO DE DIETILAMONIO (10,0+10,0+50,0) MG/G GEL TOP BG 30G",ESCINA+POLISSULFATO DE ESCINA SÃDICA+SALICILATO DE DIETILAMÃNIO,['BIOLAB'],1,1,18.0,18.0,18.0,18.0,18.0,2025-07-17,87174,salicilato de dietilamônio 50 mg/g + escina 10 mg/g gel bg 30g ,salicilato de dietilamônio 50 mg/g + escina 10 mg/g gel bg 30g ,Bisnaga,21.6,53.5,1155.6000000000001,C,MEDICAMENTOS,-16.7,-16.7,-16.7,-3.6,-192.6,llm,1.0,21.6,-192.6,192.6,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"SULFATO DE MORFINA PENTAIDRATADO (0,2MG/ML INJ  EPIDURAL/INTRATECAL/IV 1ML)
",MORFINA,['CRISTALIA'],1,1,5.58,5.58,5.58,5.58,5.58,2025-11-11,87004,"morfina 0,2 mg/ml inj amp 1 ml embalagem esteril","morfina 0,2 mg/ml inj amp 1 ml embalagem esteril",Ampola,4.0,288.3,1153.2,C,MEDICAMENTOS,39.5,39.5,39.5,1.58,455.51,llm,1.0,4.0,455.51,0.0,455.51,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BROMOPRIDA (5MG/ML SOL INJ IM/IV AMPOLA 2ML),BROMOPRIDA,"['FRESENIUS', 'HIPOLABOR']",3,3,1.15,1.14,1.15,0.97,1.3,2025-12-23,86537,bromoprida 5 mg/ml sol inj im/iv amp 2 ml,bromoprida 5 mg/ml sol inj im/iv amp 2 ml,Ampola,1.08,1060.1,1144.908,C,MEDICAMENTOS,6.5,5.6,6.5,0.07,74.21,llm,1.0,1.08,74.21,0.0,74.21,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COLETOR PERF CORTANTE 7L AMARELO PREMI,PRODUTOS PARA SAUDE,['DESCARBOX'],2,2,4.8,4.05,4.05,3.3,4.8,2026-02-10,84182,caixa coletora p/ material perfurocortante 7l,caixa coletora p/ material perfurocortante 7l,Unidade,4.03,280.1,1128.803,B,MATERIAIS,19.1,0.5,0.5,0.77,215.68,llm,1.0,4.03,5.6,0.0,5.6,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COLETOR PERF CORTANTE 7L AMARELO ECO,PRODUTOS PARA SAUDE,['DESCARBOX'],1,1,2.7,2.7,2.7,2.7,2.7,2026-02-10,84182,caixa coletora p/ material perfurocortante 7l,caixa coletora p/ material perfurocortante 7l,Unidade,4.03,280.1,1128.803,B,MATERIAIS,-33.0,-33.0,-33.0,-1.33,-372.53,llm,1.0,4.03,-372.53,372.53,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
PALBOCICLIBE (75MG CAP DURA),PALBOCICLIBE,['DR REDDYS'],1,1,214.285714,214.285714,214.285714,214.285714,214.285714,2025-09-15,103669,palbociclibe 75mg cap dura ibrance,palbociclibe 75mg cap dura ibrance,Cápsula,119.05,9.45,1125.0224999999998,C,EXCEPCIONAL,80.0,80.0,80.0,95.2357,899.98,fuzzy_alta,1.0,119.05,899.98,0.0,899.98,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIU COBRE/PRATA S/HORM CU380AG,PRODUTOS PARA SAUDE,['DKT'],1,1,194.641667,194.641667,194.641667,194.641667,194.641667,2023-01-27,87106,diu andalan silverflex cu 380 ag,diu andalan silverflex cu 380 ag,Unidade,219.87,5.1,1121.337,B,MATERIAIS,-11.5,-11.5,-11.5,-25.2283,-128.66,llm,0.98,219.87,-128.66,128.66,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
BUTILBROMETO DE ESCOPOLAMINA (10MG/ML SOLUCAO ORAL 20ML),BUTILBROMETO DE ESCOPOLAMINA,['COSMED'],2,2,15.19,14.125,14.125,13.06,15.19,2025-09-23,86767,escopolamina 10 mg/ml sol or fr 20 ml ,escopolamina 10 mg/ml sol or fr 20 ml ,Frasco,6.88,157.7,1084.9759999999999,C,MEDICAMENTOS,120.8,105.3,105.3,8.31,1310.49,llm,1.0,6.88,1142.54,0.0,1142.54,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TIGECICLINA INJETAVEL ( 50MG PO LIOF SOL INJ ),TIGECICLINA,"['CRISTALIA', 'EUROFARMA', 'UNIAO QUIMICA']",3,3,40.0,100.0,130.0,40.0,130.0,2025-10-14,87244,tigeciclina 50 mg po liof inj fa,tigeciclina 50 mg po liof inj fa,Frasco Ampola,79.88,13.5,1078.3799999999999,C,ITENS ALTO CUSTO,-49.9,25.2,62.7,-39.88,-538.38,llm,1.0,79.88,676.62,0.0,676.62,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
COLETOR PERF CORTANTE 13L AMARELO ECO,PRODUTOS PARA SAUDE,['DESCARBOX'],1,1,6.9,6.9,6.9,6.9,6.9,2026-05-28,84183,caixa coletora p/ material perfurocortante 13l,caixa coletora p/ material perfurocortante 13l,Unidade,5.23,205.8,1076.334,B,MATERIAIS,31.9,31.9,31.9,1.67,343.69,llm,0.95,5.23,343.69,0.0,343.69,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLINDAMICINA (150MG/ML INJ 4ML),FOSFATO DE CLINDAMICINA,"['HIPOLABOR', 'HYPOFARMA']",3,3,2.3,2.4099999999999997,2.38,2.3,2.55,2025-12-23,86630,clindamicina 150 mg/ml sol inj amp 4 ml,clindamicina 150 mg/ml sol inj amp 4 ml,Ampola,2.68,401.4,1075.752,C,MEDICAMENTOS,-14.2,-10.1,-11.2,-0.38,-152.53,llm,1.0,2.68,-120.42,120.42,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EFEDRINA (50MG/ML SOLUCAO INJETAVEL 1ML),EFEDRINA,"['CRISTALIA', 'HIPOLABOR']",2,2,5.5,5.25,5.25,5.0,5.5,2025-06-25,86745,efedrina 50 mg/ml sol inj amp 1 ml,efedrina 50 mg/ml sol inj amp 1 ml,Ampola,4.48,230.9,1034.432,C,MEDICAMENTOS,22.8,17.2,17.2,1.02,235.52,llm,1.0,4.48,177.79,0.0,177.79,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EPINEFRINA (1MG/ML SOL INJ IV/IM/SUBCUTANEA AMPOLA 1ML),EPINEFRINA,"['HIPOLABOR', 'HYPOFARMA']",2,2,0.85,0.8,0.8,0.75,0.85,2025-09-23,86758,epinefrina 1 mg/ml sol inj amp 1 ml,epinefrina 1 mg/ml sol inj amp 1 ml,Ampola,0.95,1078.3,1024.385,C,MEDICAMENTOS,-10.5,-15.8,-15.8,-0.1,-107.83,llm,1.0,0.95,-161.74,161.74,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGULHA DESC 25X07 C/DISP SEG,PRODUTOS PARA SAUDE,['SR'],1,1,0.17,0.17,0.17,0.17,0.17,2025-08-11,107398,agulha descartavel 25x6 c/ dispositivo de segurança,agulha descartavel 25x6 c/ dispositivo de segurança,Unidade,0.22,4628.33,1018.2325999999999,B,MATERIAIS,-22.7,-22.7,-22.7,-0.05,-231.42,llm,0.8,0.22,-231.42,231.42,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
AGULHA DESC 25X06 C/DISP SEG,PRODUTOS PARA SAUDE,['LABOR IMPORT'],1,1,0.26932,0.26932,0.26932,0.26932,0.26932,2022-08-12,107398,agulha descartavel 25x6 c/ dispositivo de segurança,agulha descartavel 25x6 c/ dispositivo de segurança,Unidade,0.22,4628.33,1018.2325999999999,B,MATERIAIS,22.4,22.4,22.4,0.0493,228.27,llm,1.0,0.22,228.27,0.0,228.27,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
VASOPRESSINA  (20UI/ML INJ IV/IM/SC 1ML),VASOPRESSINA,['BIOLAB'],1,1,21.99764,21.99764,21.99764,21.99764,21.99764,2026-01-30,87297,vasopressina sintetica 20 u/ml sol inj amp 1 ml,vasopressina sintetica 20 u/ml sol inj amp 1 ml,Ampola,26.35,38.6,1017.1100000000001,C,MEDICAMENTOS,-16.5,-16.5,-16.5,-4.3524,-168.0,llm,1.0,26.35,-168.0,168.0,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (20MG/ML SOUCAO INJETAVEL SERINGA PREENCHIDA 0,2ML)",ENOXAPARINA SODICA,"['BIOMM', 'BLAU', 'CRISTALIA', 'EUROFARMA', 'MYLAN']",5,5,10.0,11.063333400000001,10.0,6.0,16.666667,2025-10-02,86752,"enoxaparina sodica 20 mg sol inj ser 0,2 ml","enoxaparina sodica 20 mg sol inj ser 0,2 ml",Seringa,12.99,77.0,1000.23,C,MEDICAMENTOS,-23.0,-14.8,-23.0,-2.99,-230.23,llm,1.0,12.99,-230.23,230.23,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE CEFEPIMA (2G PO SOL INJ IV FA),CLORIDRATO DE CEFEPIMA,['TEUTO'],1,1,11.544,11.544,11.544,11.544,11.544,2025-10-29,86584,cefepima 2 g po liof inj fa,cefepima 2 g po liof inj fa,Frasco Ampola,12.76,76.5,976.14,C,MEDICAMENTOS,-9.5,-9.5,-9.5,-1.216,-93.02,llm,1.0,12.76,-93.02,93.02,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE CEFEPIMA (2 G PO SOL INJ IM/IV FA VD TRANS),CLORIDRATO DE CEFEPIMA,"['BIOCHIMICO', 'TEUTO']",2,2,12.0,11.75,11.75,11.5,12.0,2025-05-27,86584,cefepima 2 g po liof inj fa,cefepima 2 g po liof inj fa,Frasco Ampola,12.76,76.5,976.14,C,MEDICAMENTOS,-6.0,-7.9,-7.9,-0.76,-58.14,llm,1.0,12.76,-77.26,77.26,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
EXTENSOR CATETER INF 12FRX120CM LROTAT,PRODUTOS PARA SAUDE,['MEDSONDA'],1,1,1.38,1.38,1.38,1.38,1.38,2025-06-24,87525,extensao p/ equipo extensofix 120cm ref. 443120,extensao p/ equipo extensofix 120cm ref. 443120,Unidade,3.3,293.4,968.2199999999999,B,ITENS VOLUMOSOS,-58.2,-58.2,-58.2,-1.92,-563.33,llm,0.7,3.3,-563.33,563.33,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
MIDAZOLAM (5MG/ML SOL INJ IV/IM AMP 3ML) B1,MIDAZOLAM,"['FQM', 'TEUTO']",2,2,1.4317,1.358345,1.358345,1.28499,1.4317,2025-10-07,86995,midazolam 5 mg/ml sol inj amp 3 ml,midazolam 5 mg/ml sol inj amp 3 ml,Ampola,1.8,524.1,943.3800000000001,C,MEDICAMENTOS,-20.5,-24.5,-24.5,-0.3683,-193.03,llm,1.0,1.8,-231.47,231.47,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE MIDAZOLAM (5MG/ML SOL INJ IM/IV/RET AMP 3ML) B1,CLORIDRATO DE MIDAZOLAM,"['CRISTALIA', 'FRESENIUS']",3,3,2.22,2.8066666666666666,2.8,2.22,3.4,2025-03-06,86995,midazolam 5 mg/ml sol inj amp 3 ml,midazolam 5 mg/ml sol inj amp 3 ml,Ampola,1.8,524.1,943.3800000000001,C,MEDICAMENTOS,23.3,55.9,55.6,0.42,220.12,llm,1.0,1.8,524.1,0.0,524.1,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"ENOXAPARINA SODICA (100MG SOUCAO INJETAVEL SERINGA PREENCHIDA 1,0ML)",ENOXAPARINA SODICA,['BLAU'],1,1,55.0,55.0,55.0,55.0,55.0,2024-11-05,86751,"enoxaparina sodica 100 mg sol inj ser 1,0 ml","enoxaparina sodica 100 mg sol inj ser 1,0 ml",Seringa,38.13,24.7,941.811,C,ITENS BAIXO CONSUMO,44.2,44.2,44.2,16.87,416.69,llm,0.95,38.13,416.69,0.0,416.69,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SABONETE RIOMAX CREMOSO GLICERINA 1 LITRO,COSMETICOS,['RIOQUIMICA'],1,1,13.615278,13.615278,13.615278,13.615278,13.615278,2023-12-19,83880,sabonete liquido perolado set soap 5 litros,sabonete liquido perolado set soap 5 litros,Galão,37.05,25.4,941.0699999999998,C,MATERIAIS ALMOX,-63.3,-63.3,-63.3,-23.4347,-595.24,llm,0.66,37.05,-595.24,595.24,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SABONETE LIQUIDO PEROLADO ERVA DOCE 5 LITROS ,PROPOFOL,['ASPEN PHARMA'],1,1,34.62,34.62,34.62,34.62,34.62,2024-03-08,83880,sabonete liquido perolado set soap 5 litros,sabonete liquido perolado set soap 5 litros,Galão,37.05,25.4,941.0699999999998,C,MATERIAIS ALMOX,-6.6,-6.6,-6.6,-2.43,-61.72,fuzzy_alta,0.88,37.05,-61.72,61.72,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LACTULOSE (667MG/ML XAROPE 120ML SEM SABOR),LACTULOSE,['UNIAO QUIMICA'],1,1,6.8,6.8,6.8,6.8,6.8,2022-10-07,86897,lactulose 667 mg/ml xpe fr 120 ml,lactulose 667 mg/ml xpe fr 120 ml,Frasco,5.43,172.7,937.7609999999999,C,MEDICAMENTOS,25.2,25.2,25.2,1.37,236.6,llm,1.0,5.43,236.6,0.0,236.6,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
LACTULOSE (667MG/ML XAROPE 120ML SABOR AMEIXA),LACTULOSE,"['EMS', 'MAYBEN PHARMACEUTICAL LTDA', 'NUTRIEX']",3,3,3.8,4.666666666666667,4.2,3.8,6.0,2026-01-07,86897,lactulose 667 mg/ml xpe fr 120 ml,lactulose 667 mg/ml xpe fr 120 ml,Frasco,5.43,172.7,937.7609999999999,C,MEDICAMENTOS,-30.0,-14.1,-22.7,-1.63,-281.5,llm,1.0,5.43,-212.42,212.42,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TORNEIRA 3 VIAS LUER SLIP,PRODUTOS PARA SAUDE,"['BIOMASS BRASIL', 'DESCARPACK', 'MEDIX']",4,4,0.5098,0.5438515,0.5487930000000001,0.5098,0.56802,2026-03-05,87621,torneira 3 vias luer lock,torneira 3 vias luer lock,Unidade,0.76,1213.2,922.032,B,MATERIAIS,-32.9,-28.4,-27.8,-0.2502,-303.54,fuzzy_alta,0.89,0.76,-256.24,256.24,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TORNEIRA 3 VIAS LUER LOCK,PRODUTOS PARA SAUDE,"['DESCARPACK', 'MEDIX', 'SEVEN CARE', 'TKL']",4,4,0.696628,0.570074,0.591834,0.4,0.696628,2025-05-19,87621,torneira 3 vias luer lock,torneira 3 vias luer lock,Unidade,0.76,1213.2,922.032,B,MATERIAIS,-8.3,-25.0,-22.1,-0.0634,-76.88,fuzzy_alta,1.0,0.76,-204.02,204.02,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
RILUZOL (50MG COMPRIMIDO),RILUZOL,['CRISTALIA'],1,1,15.5,15.5,15.5,15.5,15.5,2025-10-14,87158,riluzol 50 mg com rev,riluzol 50 mg com rev,Comprimido,16.1,56.7,912.8700000000001,C,MEDICAMENTOS,-3.7,-3.7,-3.7,-0.6,-34.02,llm,1.0,16.1,-34.02,34.02,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SULFATO DE AMICACINA INJETAVEL (500MG/2ML SOL INJ IM/IV AMPOLA 2ML),SULFATO DE AMICACINA,"['FRESENIUS', 'TEUTO']",2,2,2.85,3.175,3.175,2.85,3.5,2026-04-15,83645,amicacina 250 mg/ml sol inj amp 2 ml,amicacina 250 mg/ml sol inj amp 2 ml,Ampola,3.31,269.1,890.7210000000001,C,MEDICAMENTOS,-13.9,-4.1,-4.1,-0.46,-123.79,llm,1.0,3.31,-36.33,36.33,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
TIOCOLCHICOSIDEO INJETAVEL ( 2MG/ML INJ 2ML),TIOCOLCHICOSIDEO,"['BLAU', 'FRESENIUS']",2,2,2.75,2.5683335,2.5683335,2.386667,2.75,2025-08-11,87247,tiocolchicosideo 2 mg/ml sol inj amp 2 ml,tiocolchicosideo 2 mg/ml sol inj amp 2 ml,Ampola,4.55,193.8,881.79,C,MEDICAMENTOS,-39.6,-43.6,-43.6,-1.8,-348.84,llm,1.0,4.55,-384.05,384.05,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"RACECADOTRILA SOLIDO (10MG/ML INJ IVI 0,165 ML C/ SR)",RACECADOTRILA,['BAGO'],1,1,2.097917,2.097917,2.097917,2.097917,2.097917,2023-12-18,87147,racecadotrila 30 mg gran 3 g sache,racecadotrila 30 mg gran 3 g sache,Sache,3.2,274.1,877.1200000000001,C,MEDICAMENTOS,-34.4,-34.4,-34.4,-1.1021,-302.08,llm,0.8,3.2,-302.08,302.08,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
SONDA URETRAL,PRODUTOS PARA SAUDE,['MEDSONDA'],7,7,0.6633,0.5164398571428571,0.4985,0.42435,0.6633,2025-09-03,87616,sonda uretral em pvc siliconizada n° 12,sonda uretral em pvc siliconizada n° 12,Unidade,0.61,1433.5,874.435,B,MATERIAIS,8.7,-15.3,-18.3,0.0533,76.41,llm,0.8,0.61,-159.84,159.84,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
"MIDAZOLAM (5MG/ML SOL INJ IV/IM/RET AMP 10ML) B1
",MIDAZOLAM,"['FQM', 'TEUTO']",2,2,2.1,2.562959,2.562959,2.1,3.025918,2025-06-05,86994,midazolam 5 mg/ml sol inj amp 10 ml,midazolam 5 mg/ml sol inj amp 10 ml,Ampola,3.69,230.0,848.6999999999999,C,MEDICAMENTOS,-43.1,-30.5,-30.5,-1.59,-365.7,llm,1.0,3.69,-259.22,259.22,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE MIDAZOLAM INJETAVEL (5MG/ML INJ IV/IM/RET 10ML) B1,CLORIDRATO DE MIDAZOLAM,"['CRISTALIA', 'HIPOLABOR']",3,3,3.1,5.033333333333333,6.0,3.1,6.0,2025-10-06,86994,midazolam 5 mg/ml sol inj amp 10 ml,midazolam 5 mg/ml sol inj amp 10 ml,Ampola,3.69,230.0,848.6999999999999,C,MEDICAMENTOS,-16.0,36.4,62.6,-0.59,-135.7,llm,1.0,3.69,531.3,0.0,531.3,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
CLORIDRATO DE CLORPROMAZINA (40MG/ML SOLUCAO ORAL 20ML),CLORIDRATO DE CLORPROMAZINA,['CRISTALIA'],1,1,5.95,5.95,5.95,5.95,5.95,2024-04-09,86653,clorpromazina 40 mg/ml sol or fr gt 20 ml,clorpromazina 40 mg/ml sol or fr gt 20 ml,Frasco,9.42,87.2,821.424,C,MEDICAMENTOS,-36.8,-36.8,-36.8,-3.47,-302.58,llm,1.0,9.42,-302.58,302.58,0.0,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
ANASTROZOL (1MG COMPRIMIDO),ANASTROZOL,"['BLAU', 'CAMBER', 'CRISTALIA ONCO', 'EMS ONCO', 'EUROFARMA ONCO', 'SANDOZ', 'SUN PHARMA']",12,12,1.23,8.32084225,0.4716665,0.223,36.9,2026-03-18,86479,anastrozol 1 mg com rev,anastrozol 1 mg com rev,Comprimido,0.25,3255.0,813.75,C,EXCEPCIONAL CD,392.0,3228.3,88.7,0.98,3189.9,llm,1.0,0.25,721.52,0.0,721.52,True,gap_inflado_por_outlier,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
DIU COBRE S/HORM CLASSIC CU380,PRODUTOS PARA SAUDE,['DKT'],1,1,70.967826,70.967826,70.967826,70.967826,70.967826,2022-10-06,87331,dispositivo intra uterino cobre tcu 380a,dispositivo intra uterino cobre tcu 380a,Unidade,51.79,15.6,807.924,B,MATERIAIS,37.0,37.0,37.0,19.1778,299.17,llm,1.0,51.79,299.17,0.0,299.17,True,,global_df.csv (Global (distribuidor)),Curva ABC - CD 05.26.xlsx (Unimed)
